ТИК;УИК;Число избирателей, внесенных в список;Число бюллетеней, полученных УИК;Число бюллетеней, выданных в помещении для голосования;Число бюллетеней, выданных вне помещения для голосования;Число погашенных бюллетеней;Число бюллетеней, содержащихся в переносных ящиках;Число бюллетеней, содержащихся в стационарных ящиках;Число недействительных бюллетеней;Число действительных бюллетеней;Число открепительных удостоверений, полученных УИК;Число открепительных удостоверений, выданных УИК до дня голосования;Число избирателей, проголосовавших по открепительным удостоверениям;Число неиспользованных открепительных удостоверений;Число открепительных удостоверений, выданных ТИК избирателям;Число утраченных открепительных удостоверений;Число утраченных бюллетеней;Число бюллетеней, не учтенных при получении;ТИК;УИК
район Фили-Давыдково;2904;2491;2200;639;57;1504;57;637;12;682;0;0;0;0;0;0;0;0;район Фили-Давыдково;2904
район Силино;3258;987;900;389;46;465;46;389;9;426;0;0;6;0;1;0;0;0;район Силино;3258
район Силино;3259;1130;1100;372;26;702;26;372;5;393;0;0;1;0;4;0;0;0;район Силино;3259
район Силино;3260;1210;1100;443;36;621;36;443;11;468;0;0;0;0;1;0;0;0;район Силино;3260
район Силино;3261;880;800;287;40;473;40;287;5;322;0;0;0;0;0;0;0;0;район Силино;3261
район Силино;3262;983;900;296;38;566;38;296;2;332;0;0;0;0;1;0;0;0;район Силино;3262
район Силино;3263;948;900;310;31;559;31;310;3;338;0;0;1;0;2;0;0;0;район Силино;3263
район Силино;3264;862;800;250;38;512;38;248;0;286;0;0;0;0;2;0;0;0;район Силино;3264
район Силино;3265;1159;1100;385;40;675;40;385;5;420;0;0;0;0;3;0;0;0;район Силино;3265
район Силино;3266;1200;1200;419;31;750;31;417;6;442;0;0;0;0;0;0;0;0;район Силино;3266
район Силино;3267;966;900;347;20;533;20;347;2;365;0;0;0;0;2;0;0;0;район Силино;3267
район Силино;3268;969;900;316;17;567;17;316;7;326;0;0;2;0;0;0;0;0;район Силино;3268
район Силино;3269;1251;1200;366;15;819;15;365;4;376;0;0;1;0;0;0;0;0;район Силино;3269
район Силино;3270;2010;2000;675;33;1292;33;674;14;693;0;0;1;0;0;0;0;0;район Силино;3270
район Силино;3271;1202;1100;445;16;639;16;445;5;456;0;0;3;0;2;0;0;0;район Силино;3271
район Силино;3272;1011;1000;342;37;621;37;342;4;375;0;0;0;0;0;0;0;0;район Силино;3272
район Силино;3273;909;900;304;38;558;38;304;4;338;0;0;2;0;0;0;0;0;район Силино;3273
район Силино;3274;1268;1200;465;30;705;30;465;11;484;0;0;3;0;0;0;0;0;район Силино;3274
район Силино;3275;1935;1900;619;43;1238;43;616;13;646;0;0;0;0;5;0;0;0;район Силино;3275
район Силино;3276;1087;1000;338;29;633;29;338;8;359;0;0;1;0;2;0;0;0;район Силино;3276
район Силино;3277;1181;1100;412;30;658;30;412;2;440;0;0;0;0;0;0;0;0;район Силино;3277
район Силино;3278;995;900;359;15;526;15;359;8;366;0;0;0;0;1;0;0;0;район Силино;3278
район Силино;3279;1132;1100;460;26;614;26;460;5;481;0;0;0;0;1;0;0;0;район Силино;3279
район Силино;3280;1957;1900;753;45;1102;45;753;13;785;0;0;3;0;0;0;0;0;район Силино;3280
район Силино;3281;1148;1100;420;47;633;47;420;11;456;0;0;2;0;0;0;0;0;район Силино;3281
район Силино;3282;1037;1000;382;33;585;33;382;8;407;0;0;1;0;2;0;0;0;район Силино;3282
район Силино;3792;43;100;43;0;57;0;43;4;39;0;0;0;0;0;0;0;0;район Силино;3792
район Крюково;3172;1667;1600;524;51;1025;51;524;8;567;0;0;0;0;0;0;0;0;район Крюково;3172
район Крюково;3173;1839;1800;494;29;1277;29;494;14;509;0;0;0;0;1;0;0;0;район Крюково;3173
район Крюково;3174;1497;1400;402;40;958;40;402;4;438;0;0;1;0;2;0;0;0;район Крюково;3174
район Крюково;3175;1598;1600;472;30;1098;30;472;6;496;0;0;0;0;1;0;0;0;район Крюково;3175
район Крюково;3176;1098;1100;318;42;740;42;318;8;352;0;0;0;0;0;0;0;0;район Крюково;3176
район Крюково;3177;1276;1200;395;17;788;17;394;3;408;0;0;0;0;0;0;0;0;район Крюково;3177
район Крюково;3178;1421;1400;426;14;960;14;426;2;438;0;0;0;0;1;0;0;0;район Крюково;3178
район Крюково;3179;1190;1100;399;12;689;12;399;10;401;0;0;6;0;0;0;0;0;район Крюково;3179
район Крюково;3180;1404;1400;440;25;935;25;440;5;460;0;0;0;0;0;0;0;0;район Крюково;3180
район Крюково;3181;1339;1300;350;20;930;20;350;3;367;0;0;2;0;2;0;0;0;район Крюково;3181
район Крюково;3182;1264;1200;432;11;757;11;432;7;436;0;0;1;0;1;0;0;0;район Крюково;3182
район Крюково;3183;1557;1500;452;17;1031;17;451;9;459;0;0;0;0;2;0;0;0;район Крюково;3183
район Крюково;3184;1814;1800;507;16;1277;16;507;7;516;0;0;1;0;0;0;0;0;район Крюково;3184
район Крюково;3185;1499;1500;473;28;999;28;473;6;495;0;0;0;0;1;0;0;0;район Крюково;3185
район Крюково;3186;1135;1100;426;3;671;3;426;7;422;0;0;0;0;1;0;0;0;район Крюково;3186
район Крюково;3187;1666;1600;582;11;1007;11;582;14;579;0;0;1;0;2;0;0;0;район Крюково;3187
район Крюково;3188;1880;1800;510;40;1250;40;508;6;542;0;0;0;0;0;0;0;0;район Крюково;3188
район Крюково;3189;1914;1900;537;28;1335;28;537;12;553;0;0;0;0;0;0;0;0;район Крюково;3189
район Крюково;3190;1557;1500;456;34;1010;34;456;3;487;0;0;1;0;3;0;0;0;район Крюково;3190
район Крюково;3191;1903;1900;527;29;1344;29;527;7;549;0;0;0;0;1;0;0;0;район Крюково;3191
район Крюково;3192;1816;1800;496;19;1285;19;496;6;509;0;0;1;0;0;0;0;0;район Крюково;3192
район Крюково;3193;1847;1800;547;26;1227;26;547;9;564;0;0;3;0;4;0;0;0;район Крюково;3193
район Крюково;3194;1739;1700;555;18;1127;18;555;8;565;0;0;4;0;1;0;0;0;район Крюково;3194
район Крюково;3195;1070;1000;268;20;712;20;268;5;283;0;0;2;0;2;0;0;0;район Крюково;3195
район Крюково;3196;1232;1200;358;24;818;24;358;5;377;0;0;0;0;1;0;0;0;район Крюково;3196
район Крюково;3197;1550;1500;478;17;1005;17;478;7;488;0;0;0;0;2;0;0;0;район Крюково;3197
район Крюково;3198;2232;2200;655;36;1509;36;655;12;679;0;0;1;0;0;0;0;0;район Крюково;3198
район Крюково;3199;1932;1900;552;42;1306;42;552;6;588;0;0;0;0;0;0;0;0;район Крюково;3199
район Крюково;3200;1137;1100;392;14;694;14;392;5;401;0;0;3;0;0;0;0;0;район Крюково;3200
район Крюково;3201;1291;1300;469;22;809;22;468;7;483;0;0;1;0;0;0;0;0;район Крюково;3201
район Крюково;3202;1830;1800;509;39;1252;39;506;5;540;1;1;4;0;2;0;0;0;район Крюково;3202
район Крюково;3203;1635;1600;515;29;1056;29;514;8;535;0;0;0;0;3;0;0;0;район Крюково;3203
район Крюково;3204;1817;1800;676;14;1110;14;675;9;680;0;0;0;0;1;0;0;0;район Крюково;3204
район Крюково;3205;1974;1900;603;43;1254;43;603;6;640;0;0;2;0;0;0;0;0;район Крюково;3205
район Крюково;3206;1807;1800;560;33;1207;33;560;9;584;0;0;3;0;1;0;0;0;район Крюково;3206
район Крюково;3207;1381;1300;386;52;862;52;385;7;430;0;0;0;0;0;0;0;0;район Крюково;3207
район Крюково;3208;1322;1300;317;75;908;75;317;2;390;0;0;2;0;2;0;0;0;район Крюково;3208
район Крюково;3209;1347;1300;282;70;948;70;281;1;350;0;0;0;0;1;0;0;0;район Крюково;3209
район Крюково;3210;1910;1900;565;29;1306;29;565;10;584;0;0;1;0;3;0;0;0;район Крюково;3210
район Крюково;3211;1446;1400;381;21;998;21;381;7;395;1;1;2;0;2;0;0;0;район Крюково;3211
район Крюково;3212;2073;2000;608;45;1347;45;608;13;640;0;0;0;0;2;0;0;0;район Крюково;3212
район Крюково;3213;814;800;243;5;552;5;243;2;246;0;0;3;0;1;0;0;0;район Крюково;3213
район Старое Крюково;3283;1272;1000;414;49;537;49;413;9;453;0;0;0;0;1;0;0;0;район Старое Крюково;3283
район Старое Крюково;3284;1528;1100;493;64;543;64;491;13;542;0;0;0;0;3;0;0;0;район Старое Крюково;3284
район Старое Крюково;3285;1329;1000;446;53;501;53;446;4;495;0;0;1;0;1;0;0;0;район Старое Крюково;3285
район Старое Крюково;3286;1057;1000;316;27;657;27;316;12;331;0;0;0;0;3;0;0;0;район Старое Крюково;3286
район Старое Крюково;3287;1373;1000;458;46;496;46;458;8;496;0;0;0;0;0;0;0;0;район Старое Крюково;3287
район Старое Крюково;3288;1638;1200;489;41;670;41;486;4;523;0;0;6;0;0;0;0;0;район Старое Крюково;3288
район Старое Крюково;3289;1274;1000;338;58;604;58;338;0;396;0;0;1;0;1;0;0;0;район Старое Крюково;3289
район Старое Крюково;3290;1394;1000;442;36;522;36;441;3;474;0;0;2;0;0;0;0;0;район Старое Крюково;3290
район Старое Крюково;3291;1358;1000;420;41;539;41;420;6;455;0;0;1;0;3;0;0;0;район Старое Крюково;3291
район Старое Крюково;3292;1295;1000;486;58;456;58;486;8;536;0;0;0;0;0;0;0;0;район Старое Крюково;3292
район Старое Крюково;3293;1264;1000;430;43;527;43;430;10;463;0;0;0;0;2;0;0;0;район Старое Крюково;3293
район Старое Крюково;3294;1534;1200;462;49;689;49;461;4;506;0;0;1;0;1;0;0;0;район Старое Крюково;3294
район Старое Крюково;3295;1322;1000;440;56;504;56;440;5;491;0;0;0;0;2;0;0;0;район Старое Крюково;3295
район Старое Крюково;3296;1306;1000;436;66;498;66;436;3;499;0;0;0;0;0;0;0;0;район Старое Крюково;3296
район Старое Крюково;3297;1294;1000;381;77;542;77;381;7;451;0;0;3;0;0;0;0;0;район Старое Крюково;3297
район Старое Крюково;3298;1340;1000;477;50;473;49;477;6;520;0;0;0;0;2;0;0;0;район Старое Крюково;3298
район Матушкино;3214;1333;1200;432;57;711;57;431;8;480;0;0;0;0;0;0;0;0;район Матушкино;3214
район Матушкино;3215;1151;1000;319;37;644;37;317;2;352;0;0;0;0;0;0;0;0;район Матушкино;3215
район Матушкино;3216;1012;1000;345;36;619;36;343;3;376;0;0;0;0;0;0;0;0;район Матушкино;3216
район Матушкино;3217;1030;1000;324;36;640;36;324;5;355;0;0;0;0;0;0;0;0;район Матушкино;3217
район Матушкино;3218;1127;1000;363;24;613;24;363;7;380;1;1;0;0;0;0;0;0;район Матушкино;3218
район Матушкино;3219;1397;1200;436;45;719;45;436;9;472;0;0;0;0;1;0;0;0;район Матушкино;3219
район Матушкино;3220;1189;1000;410;31;559;31;410;8;433;0;0;0;0;1;0;0;0;район Матушкино;3220
район Матушкино;3221;1288;1100;378;23;699;23;378;2;399;2;2;0;0;0;0;0;0;район Матушкино;3221
район Матушкино;3222;1242;1100;410;36;654;36;410;5;441;0;0;0;0;0;0;0;0;район Матушкино;3222
район Матушкино;3223;1325;1200;416;38;746;38;416;4;450;1;1;1;0;0;0;0;0;район Матушкино;3223
район Матушкино;3224;1254;1100;426;30;643;30;426;10;446;0;0;0;0;1;0;1;0;район Матушкино;3224
район Матушкино;3225;1207;1100;399;26;675;26;398;7;417;0;0;0;0;0;0;0;0;район Матушкино;3225
район Матушкино;3226;1158;1000;399;26;575;26;398;4;420;0;0;0;0;0;0;0;0;район Матушкино;3226
район Матушкино;3227;1237;1100;396;37;667;37;396;6;427;0;0;0;0;0;0;0;0;район Матушкино;3227
район Матушкино;3228;1242;1100;392;58;650;58;392;7;443;0;0;0;0;0;0;0;0;район Матушкино;3228
район Матушкино;3229;1263;1100;475;44;581;44;475;10;509;0;0;0;0;1;0;0;0;район Матушкино;3229
район Матушкино;3230;1186;1000;278;40;682;40;278;1;317;0;0;0;0;0;0;0;0;район Матушкино;3230
район Матушкино;3231;1232;1100;404;38;658;38;404;4;438;0;0;0;0;0;0;0;0;район Матушкино;3231
район Матушкино;3232;1286;1100;395;34;671;34;394;6;422;0;0;0;0;1;0;0;0;район Матушкино;3232
район Матушкино;3233;1229;1100;400;44;656;44;399;6;437;0;0;0;0;0;0;0;0;район Матушкино;3233
район Матушкино;3234;1257;1100;440;40;620;40;438;13;465;0;0;0;0;0;0;0;0;район Матушкино;3234
район Матушкино;3235;1097;1000;342;34;624;34;342;4;372;0;0;0;0;0;0;0;0;район Матушкино;3235
район Матушкино;3236;1334;1200;451;37;712;37;451;6;482;0;0;0;0;0;0;0;0;район Матушкино;3236
район Матушкино;3237;1130;1000;369;29;602;29;369;6;392;0;0;1;0;2;0;0;0;район Матушкино;3237
район Аэропорт;188;2544;2300;859;64;1377;64;858;9;913;0;0;0;0;3;0;0;0;район Аэропорт;188
район Аэропорт;189;1455;1200;532;16;652;16;531;6;541;0;0;0;0;0;0;0;0;район Аэропорт;189
район Аэропорт;190;2384;2100;817;36;1247;36;816;8;844;0;0;1;0;2;0;0;0;район Аэропорт;190
район Аэропорт;191;2265;2100;729;30;1341;30;729;10;749;0;0;0;0;0;0;0;0;район Аэропорт;191
район Аэропорт;192;2320;2100;907;56;1137;56;906;17;945;0;0;0;0;2;0;0;0;район Аэропорт;192
район Аэропорт;193;2313;2100;854;81;1165;81;853;11;923;0;0;1;0;1;0;0;0;район Аэропорт;193
район Аэропорт;194;2890;2600;914;32;1654;32;914;11;935;0;0;6;0;2;0;0;0;район Аэропорт;194
район Аэропорт;195;2344;2100;854;46;1200;45;854;13;886;0;0;2;0;1;0;0;0;район Аэропорт;195
район Аэропорт;196;1761;1600;595;17;988;17;595;8;604;0;0;3;0;0;0;0;0;район Аэропорт;196
район Аэропорт;197;2560;2300;821;37;1442;37;821;14;844;0;0;1;0;3;0;0;0;район Аэропорт;197
район Аэропорт;198;2572;2300;781;47;1472;47;781;28;800;0;0;2;0;8;0;0;0;район Аэропорт;198
район Аэропорт;199;2507;2300;886;42;1372;42;885;9;918;0;0;7;0;2;0;0;0;район Аэропорт;199
район Аэропорт;200;2166;2000;648;31;1321;31;648;10;669;0;0;2;0;2;0;0;0;район Аэропорт;200
район Аэропорт;201;2222;2000;658;27;1315;27;657;24;660;0;0;1;0;3;0;0;0;район Аэропорт;201
район Аэропорт;202;676;500;342;0;158;0;342;3;339;0;0;0;0;0;0;0;0;район Аэропорт;202
